guest,hotel,priority
guest_3497,hotel_326,21
guest_3497,hotel_220,22
guest_3497,hotel_21,23
guest_3497,hotel_165,24
guest_3498,hotel_152,1
guest_3498,hotel_324,2
guest_3498,hotel_276,3
guest_3498,hotel_58,4
guest_3498,hotel_259,5
guest_3498,hotel_369,6
guest_3498,hotel_2,7
guest_3498,hotel_153,8
guest_3498,hotel_64,9
guest_3498,hotel_315,10
guest_3498,hotel_361,11
guest_3498,hotel_253,12
guest_3498,hotel_114,13
guest_3498,hotel_199,14
guest_3498,hotel_298,15
guest_3498,hotel_342,16
guest_3498,hotel_33,17
guest_3498,hotel_242,18
guest_3498,hotel_59,19
guest_3498,hotel_377,20
guest_3498,hotel_354,21
guest_3498,hotel_228,22
guest_3498,hotel_254,23
guest_3499,hotel_183,1
guest_3499,hotel_50,2
guest_3499,hotel_27,3
guest_3499,hotel_391,4
guest_3499,hotel_59,5
guest_3499,hotel_199,6
guest_3499,hotel_21,7
guest_3499,hotel_311,8
guest_3499,hotel_290,9
guest_3499,hotel_318,10
guest_3499,hotel_22,11
guest_3499,hotel_118,12
guest_3499,hotel_207,13
guest_3499,hotel_96,14
guest_3499,hotel_347,15
guest_3499,hotel_46,16
guest_3499,hotel_11,17
guest_3499,hotel_388,18
guest_3499,hotel_329,19
guest_3499,hotel_376,20
guest_3499,hotel_301,21
guest_3499,hotel_171,22
guest_3499,hotel_226,23
guest_3499,hotel_14,24
guest_3499,hotel_254,25
guest_3499,hotel_181,26
guest_3499,hotel_275,27
guest_3499,hotel_215,28
guest_3499,hotel_161,29
guest_3499,hotel_80,30
guest_3499,hotel_24,31
guest_3499,hotel_323,32
guest_3499,hotel_58,33
guest_3499,hotel_274,34
guest_3499,hotel_219,35
guest_3499,hotel_398,36
guest_3499,hotel_88,37
guest_3499,hotel_291,38
guest_3499,hotel_146,39
guest_3499,hotel_208,40
guest_3499,hotel_259,41
guest_3499,hotel_268,42
guest_35,hotel_51,1
guest_35,hotel_175,2
guest_35,hotel_22,3
guest_35,hotel_360,4
guest_35,hotel_387,5
guest_35,hotel_270,6
guest_35,hotel_239,7
guest_35,hotel_46,8
guest_350,hotel_192,1
guest_350,hotel_140,2
guest_350,hotel_113,3
guest_350,hotel_332,4
guest_350,hotel_80,5
guest_350,hotel_81,6
guest_350,hotel_119,7
guest_350,hotel_318,8
guest_350,hotel_43,9
guest_350,hotel_164,10
guest_350,hotel_373,11
guest_350,hotel_383,12
guest_350,hotel_203,13
guest_350,hotel_390,14
guest_350,hotel_20,15
guest_350,hotel_183,16
guest_350,hotel_134,17
guest_350,hotel_153,18
guest_3500,hotel_47,1
guest_3500,hotel_322,2
guest_3500,hotel_118,3
guest_3500,hotel_60,4
guest_3500,hotel_390,5
guest_3500,hotel_169,6
guest_3501,hotel_283,1
guest_3501,hotel_378,2
guest_3501,hotel_395,3
guest_3501,hotel_323,4
guest_3501,hotel_379,5
guest_3501,hotel_7,6
guest_3501,hotel_329,7
guest_3502,hotel_169,1
guest_3502,hotel_113,2
guest_3502,hotel_266,3
guest_3502,hotel_148,4
guest_3502,hotel_75,5
guest_3502,hotel_161,6
guest_3502,hotel_41,7
guest_3502,hotel_159,8
guest_3502,hotel_39,9
guest_3502,hotel_303,10
guest_3502,hotel_361,11
guest_3502,hotel_58,12
guest_3502,hotel_247,13
guest_3502,hotel_97,14
guest_3502,hotel_351,15
guest_3502,hotel_157,16
guest_3502,hotel_206,17
guest_3502,hotel_334,18
guest_3502,hotel_366,19
guest_3502,hotel_360,20
guest_3502,hotel_214,21
guest_3502,hotel_198,22
guest_3502,hotel_16,23
guest_3502,hotel_278,24
guest_3503,hotel_376,1
guest_3503,hotel_193,2
guest_3503,hotel_195,3
guest_3503,hotel_273,4
guest_3503,hotel_333,5
guest_3503,hotel_299,6
guest_3503,hotel_110,7
guest_3503,hotel_69,8
guest_3503,hotel_331,9
guest_3503,hotel_182,10
guest_3503,hotel_337,11
guest_3503,hotel_5,12
guest_3503,hotel_339,13
guest_3503,hotel_361,14
guest_3503,hotel_216,15
guest_3503,hotel_356,16
guest_3503,hotel_309,17
guest_3503,hotel_58,18
guest_3503,hotel_217,19
guest_3503,hotel_163,20
guest_3503,hotel_3,21
guest_3503,hotel_206,22
guest_3503,hotel_9,23
guest_3503,hotel_388,24
guest_3503,hotel_29,25
guest_3503,hotel_253,26
guest_3503,hotel_160,27
guest_3504,hotel_80,1
guest_3504,hotel_368,2
guest_3504,hotel_234,3
guest_3504,hotel_233,4
guest_3504,hotel_320,5
guest_3504,hotel_335,6
guest_3504,hotel_344,7
guest_3504,hotel_103,8
guest_3504,hotel_50,9
guest_3504,hotel_343,10
guest_3504,hotel_178,11
guest_3504,hotel_359,12
guest_3504,hotel_198,13
guest_3504,hotel_192,14
guest_3504,hotel_227,15
guest_3504,hotel_175,16
guest_3504,hotel_337,17
guest_3504,hotel_390,18
guest_3504,hotel_223,19
guest_3504,hotel_156,20
guest_3504,hotel_221,21
guest_3504,hotel_31,22
guest_3504,hotel_22,23
guest_3504,hotel_56,24
guest_3504,hotel_297,25
guest_3504,hotel_397,26
guest_3504,hotel_278,27
guest_3504,hotel_202,28
guest_3504,hotel_251,29
guest_3504,hotel_161,30
guest_3504,hotel_391,31
guest_3504,hotel_182,32
guest_3504,hotel_173,33
guest_3504,hotel_394,34
guest_3504,hotel_307,35
guest_3504,hotel_188,36
guest_3504,hotel_148,37
guest_3504,hotel_292,38
guest_3504,hotel_327,39
guest_3504,hotel_23,40
guest_3504,hotel_58,41
guest_3504,hotel_13,42
guest_3504,hotel_322,43
guest_3504,hotel_163,44
guest_3505,hotel_287,1
guest_3505,hotel_170,2
guest_3505,hotel_273,3
guest_3505,hotel_233,4
guest_3505,hotel_262,5
guest_3505,hotel_90,6
guest_3505,hotel_69,7
guest_3505,hotel_285,8
guest_3505,hotel_243,9
guest_3505,hotel_382,10
guest_3505,hotel_221,11
guest_3505,hotel_77,12
guest_3505,hotel_356,13
guest_3505,hotel_327,14
guest_3505,hotel_246,15
guest_3505,hotel_197,16
guest_3505,hotel_68,17
guest_3505,hotel_394,18
guest_3506,hotel_391,1
guest_3506,hotel_289,2
guest_3506,hotel_125,3
guest_3506,hotel_22,4
guest_3506,hotel_394,5
guest_3506,hotel_150,6
guest_3506,hotel_149,7
guest_3506,hotel_17,8
guest_3506,hotel_360,9
guest_3506,hotel_184,10
guest_3506,hotel_246,11
guest_3506,hotel_140,12
guest_3506,hotel_260,13
guest_3506,hotel_115,14
guest_3506,hotel_347,15
guest_3506,hotel_201,16
guest_3506,hotel_120,17
guest_3506,hotel_28,18
guest_3506,hotel_147,19
guest_3506,hotel_170,20
guest_3506,hotel_280,21
guest_3506,hotel_48,22
guest_3506,hotel_269,23
guest_3506,hotel_270,24
guest_3506,hotel_103,25
guest_3506,hotel_237,26
guest_3506,hotel_203,27
guest_3507,hotel_93,1
guest_3507,hotel_147,2
guest_3507,hotel_292,3
guest_3507,hotel_347,4
guest_3507,hotel_55,5
guest_3507,hotel_16,6
guest_3507,hotel_346,7
guest_3507,hotel_357,8
guest_3507,hotel_159,9
guest_3507,hotel_62,10
guest_3507,hotel_189,11
guest_3507,hotel_295,12
guest_3507,hotel_310,13
guest_3507,hotel_8,14
guest_3507,hotel_129,15
guest_3507,hotel_124,16
guest_3507,hotel_337,17
guest_3508,hotel_221,1
guest_3508,hotel_133,2
guest_3508,hotel_154,3
guest_3508,hotel_218,4
guest_3508,hotel_282,5
guest_3508,hotel_249,6
guest_3508,hotel_74,7
guest_3508,hotel_205,8
guest_3508,hotel_313,9
guest_3508,hotel_241,10
guest_3508,hotel_328,11
guest_3508,hotel_185,12
guest_3508,hotel_289,13
guest_3508,hotel_146,14
guest_3508,hotel_372,15
guest_3508,hotel_29,16
guest_3508,hotel_158,17
guest_3508,hotel_73,18
guest_3508,hotel_295,19
guest_3508,hotel_98,20
guest_3508,hotel_26,21
guest_3508,hotel_266,22
guest_3508,hotel_224,23
guest_3508,hotel_86,24
guest_3509,hotel_136,1
guest_3509,hotel_100,2
guest_3509,hotel_256,3
guest_3509,hotel_28,4
guest_3509,hotel_34,5
guest_3509,hotel_385,6
guest_3509,hotel_39,7
guest_3509,hotel_57,8
guest_3509,hotel_182,9
guest_351,hotel_301,1
guest_351,hotel_58,2
guest_351,hotel_183,3
guest_351,hotel_74,4
guest_351,hotel_221,5
guest_351,hotel_173,6
guest_351,hotel_317,7
guest_351,hotel_240,8
guest_351,hotel_227,9
guest_351,hotel_150,10
guest_351,hotel_171,11
guest_351,hotel_133,12
guest_351,hotel_138,13
guest_351,hotel_217,14
guest_351,hotel_396,15
guest_351,hotel_57,16
guest_351,hotel_224,17
guest_351,hotel_31,18
guest_351,hotel_65,19
guest_351,hotel_110,20
guest_351,hotel_36,21
guest_351,hotel_274,22
guest_351,hotel_194,23
guest_351,hotel_373,24
guest_351,hotel_376,25
guest_351,hotel_323,26
guest_351,hotel_122,27
guest_351,hotel_283,28
guest_351,hotel_229,29
guest_351,hotel_345,30
guest_351,hotel_156,31
guest_351,hotel_75,32
guest_351,hotel_278,33
guest_351,hotel_276,34
guest_351,hotel_293,35
guest_351,hotel_101,36
guest_351,hotel_381,37
guest_351,hotel_226,38
guest_351,hotel_187,39
guest_3510,hotel_226,1
guest_3510,hotel_81,2
guest_3510,hotel_89,3
guest_3510,hotel_49,4
guest_3510,hotel_247,5
guest_3510,hotel_139,6
guest_3510,hotel_250,7
guest_3510,hotel_15,8
guest_3510,hotel_350,9
guest_3510,hotel_290,10
guest_3510,hotel_84,11
guest_3510,hotel_54,12
guest_3510,hotel_77,13
guest_3510,hotel_349,14
guest_3510,hotel_379,15
guest_3510,hotel_399,16
guest_3510,hotel_334,17
guest_3510,hotel_370,18
guest_3511,hotel_143,1
guest_3511,hotel_47,2
guest_3511,hotel_321,3
guest_3511,hotel_52,4
guest_3511,hotel_347,5
guest_3511,hotel_70,6
guest_3511,hotel_87,7
guest_3511,hotel_151,8
guest_3511,hotel_266,9
guest_3511,hotel_305,10
guest_3511,hotel_223,11
guest_3511,hotel_232,12
guest_3511,hotel_129,13
guest_3511,hotel_86,14
guest_3511,hotel_199,15
guest_3511,hotel_183,16
guest_3512,hotel_269,1
guest_3512,hotel_365,2
guest_3512,hotel_20,3
guest_3512,hotel_266,4
guest_3513,hotel_117,1
guest_3513,hotel_55,2
guest_3513,hotel_91,3
guest_3513,hotel_307,4
guest_3513,hotel_222,5
guest_3513,hotel_376,6
guest_3513,hotel_245,7
guest_3513,hotel_23,8
guest_3513,hotel_174,9
guest_3513,hotel_290,10
guest_3513,hotel_13,11
guest_3514,hotel_87,1
guest_3514,hotel_283,2
guest_3514,hotel_113,3
guest_3515,hotel_2,1
guest_3515,hotel_387,2
guest_3515,hotel_255,3
guest_3515,hotel_205,4
guest_3515,hotel_259,5
guest_3515,hotel_206,6
guest_3515,hotel_399,7
guest_3515,hotel_190,8
guest_3515,hotel_396,9
guest_3515,hotel_189,10
guest_3515,hotel_360,11
guest_3515,hotel_78,12
guest_3515,hotel_184,13
guest_3515,hotel_144,14
guest_3515,hotel_6,15
guest_3515,hotel_103,16
guest_3515,hotel_221,17
guest_3515,hotel_145,18
guest_3515,hotel_388,19
guest_3515,hotel_385,20
guest_3515,hotel_175,21
guest_3515,hotel_263,22
guest_3516,hotel_282,1
guest_3516,hotel_313,2
guest_3516,hotel_300,3
guest_3516,hotel_87,4
guest_3516,hotel_105,5
guest_3516,hotel_342,6
guest_3516,hotel_256,7
guest_3516,hotel_190,8
guest_3516,hotel_232,9
guest_3516,hotel_385,10
guest_3516,hotel_85,11
guest_3516,hotel_398,12
guest_3516,hotel_2,13
guest_3516,hotel_353,14
guest_3516,hotel_347,15
guest_3516,hotel_357,16
guest_3516,hotel_13,17
guest_3516,hotel_184,18
guest_3516,hotel_60,19
guest_3516,hotel_306,20
guest_3516,hotel_345,21
guest_3516,hotel_228,22
guest_3516,hotel_269,23
guest_3516,hotel_117,24
guest_3516,hotel_163,25
guest_3516,hotel_118,26
guest_3516,hotel_314,27
guest_3516,hotel_343,28
guest_3516,hotel_275,29
guest_3516,hotel_320,30
guest_3516,hotel_281,31
guest_3516,hotel_45,32
guest_3516,hotel_361,33
guest_3516,hotel_375,34
guest_3516,hotel_217,35
guest_3516,hotel_302,36
guest_3516,hotel_312,37
guest_3516,hotel_172,38
guest_3516,hotel_370,39
guest_3517,hotel_69,1
guest_3517,hotel_265,2
guest_3518,hotel_38,1
guest_3518,hotel_342,2
guest_3518,hotel_107,3
guest_3518,hotel_261,4
guest_3518,hotel_47,5
guest_3518,hotel_173,6
guest_3518,hotel_290,7
guest_3518,hotel_69,8
guest_3518,hotel_112,9
guest_3518,hotel_396,10
guest_3519,hotel_258,1
guest_3519,hotel_373,2
guest_3519,hotel_247,3
guest_3519,hotel_108,4
guest_3519,hotel_38,5
guest_352,hotel_202,1
guest_352,hotel_100,2
guest_352,hotel_71,3
guest_352,hotel_334,4
guest_352,hotel_234,5
guest_352,hotel_378,6
guest_352,hotel_7,7
guest_352,hotel_151,8
guest_352,hotel_147,9
guest_352,hotel_21,10
guest_352,hotel_253,11
guest_352,hotel_245,12
guest_352,hotel_196,13
guest_3520,hotel_90,1
guest_3520,hotel_268,2
guest_3520,hotel_260,3
guest_3520,hotel_271,4
guest_3520,hotel_146,5
guest_3520,hotel_140,6
guest_3520,hotel_116,7
guest_3520,hotel_333,8
guest_3520,hotel_300,9
guest_3520,hotel_381,10
guest_3520,hotel_69,11
guest_3520,hotel_249,12
guest_3520,hotel_151,13
guest_3520,hotel_385,14
guest_3520,hotel_355,15
guest_3520,hotel_200,16
guest_3520,hotel_360,17
guest_3520,hotel_161,18
guest_3520,hotel_353,19
guest_3520,hotel_308,20
guest_3520,hotel_78,21
guest_3520,hotel_323,22
guest_3520,hotel_369,23
guest_3520,hotel_39,24
guest_3520,hotel_109,25
guest_3520,hotel_157,26
guest_3520,hotel_136,27
guest_3520,hotel_320,28
guest_3520,hotel_306,29
guest_3520,hotel_30,30
guest_3520,hotel_216,31
guest_3520,hotel_296,32
guest_3520,hotel_384,33
guest_3520,hotel_163,34
guest_3520,hotel_211,35
guest_3520,hotel_147,36
guest_3520,hotel_128,37
guest_3520,hotel_396,38
guest_3520,hotel_142,39
guest_3520,hotel_6,40
guest_3520,hotel_186,41
guest_3520,hotel_166,42
guest_3520,hotel_185,43
guest_3520,hotel_362,44
guest_3520,hotel_100,45
guest_3520,hotel_377,46
guest_3520,hotel_337,47
guest_3521,hotel_36,1
guest_3521,hotel_162,2
guest_3521,hotel_164,3
guest_3521,hotel_353,4
guest_3521,hotel_9,5
guest_3521,hotel_387,6
guest_3521,hotel_269,7
guest_3521,hotel_109,8
guest_3521,hotel_148,9
guest_3521,hotel_352,10
guest_3521,hotel_397,11
guest_3521,hotel_80,12
guest_3521,hotel_178,13
guest_3521,hotel_192,14
guest_3521,hotel_211,15
guest_3521,hotel_22,16
guest_3521,hotel_304,17
guest_3521,hotel_225,18
guest_3521,hotel_207,19
guest_3521,hotel_381,20
guest_3521,hotel_191,21
guest_3521,hotel_392,22
guest_3521,hotel_102,23
guest_3521,hotel_189,24
guest_3521,hotel_299,25
guest_3521,hotel_64,26
guest_3521,hotel_75,27
guest_3521,hotel_309,28
guest_3521,hotel_261,29
guest_3521,hotel_142,30
guest_3522,hotel_44,1
guest_3522,hotel_274,2
guest_3522,hotel_189,3
guest_3522,hotel_90,4
guest_3522,hotel_31,5
guest_3522,hotel_168,6
guest_3522,hotel_383,7
guest_3522,hotel_270,8
guest_3522,hotel_60,9
guest_3522,hotel_186,10
guest_3522,hotel_211,11
guest_3522,hotel_374,12
guest_3522,hotel_396,13
guest_3522,hotel_54,14
guest_3522,hotel_41,15
guest_3522,hotel_327,16
guest_3522,hotel_380,17
guest_3522,hotel_145,18
guest_3522,hotel_328,19
guest_3522,hotel_385,20
guest_3522,hotel_215,21
guest_3522,hotel_384,22
guest_3522,hotel_104,23
guest_3522,hotel_109,24
guest_3522,hotel_154,25
guest_3522,hotel_70,26
guest_3522,hotel_77,27
guest_3522,hotel_257,28
guest_3522,hotel_217,29
guest_3522,hotel_93,30
guest_3522,hotel_254,31
guest_3522,hotel_47,32
guest_3523,hotel_329,1
guest_3523,hotel_45,2
guest_3523,hotel_339,3
guest_3523,hotel_146,4
guest_3523,hotel_143,5
guest_3523,hotel_118,6
guest_3523,hotel_210,7
guest_3523,hotel_282,8
guest_3523,hotel_259,9
guest_3523,hotel_374,10
guest_3523,hotel_192,11
guest_3523,hotel_305,12
guest_3523,hotel_206,13
guest_3523,hotel_95,14
guest_3523,hotel_55,15
guest_3523,hotel_346,16
guest_3523,hotel_367,17
guest_3523,hotel_37,18
guest_3523,hotel_257,19
guest_3523,hotel_177,20
guest_3523,hotel_333,21
guest_3524,hotel_152,1
guest_3524,hotel_320,2
guest_3524,hotel_383,3
guest_3524,hotel_142,4
guest_3524,hotel_122,5
guest_3524,hotel_187,6
guest_3524,hotel_185,7
guest_3524,hotel_7,8
guest_3524,hotel_363,9
guest_3524,hotel_252,10
guest_3524,hotel_296,11
guest_3524,hotel_22,12
guest_3524,hotel_176,13
guest_3524,hotel_68,14
guest_3524,hotel_39,15
guest_3524,hotel_298,16
guest_3524,hotel_301,17
guest_3524,hotel_93,18
guest_3524,hotel_35,19
guest_3524,hotel_358,20
guest_3524,hotel_172,21
guest_3525,hotel_390,1
guest_3525,hotel_1,2
guest_3525,hotel_297,3
guest_3525,hotel_376,4
guest_3525,hotel_38,5
guest_3525,hotel_373,6
guest_3525,hotel_210,7
guest_3525,hotel_232,8
guest_3525,hotel_302,9
guest_3525,hotel_126,10
guest_3525,hotel_107,11
guest_3525,hotel_274,12
guest_3525,hotel_65,13
guest_3525,hotel_391,14
guest_3525,hotel_97,15
guest_3525,hotel_88,16
guest_3525,hotel_242,17
guest_3525,hotel_236,18
guest_3525,hotel_112,19
guest_3525,hotel_378,20
guest_3525,hotel_5,21
guest_3525,hotel_166,22
guest_3525,hotel_39,23
guest_3525,hotel_310,24
guest_3525,hotel_49,25
guest_3525,hotel_114,26
guest_3525,hotel_353,27
guest_3525,hotel_99,28
guest_3525,hotel_306,29
guest_3525,hotel_157,30
guest_3525,hotel_207,31
guest_3525,hotel_30,32
guest_3526,hotel_135,1
guest_3526,hotel_52,2
guest_3527,hotel_283,1
guest_3527,hotel_64,2
guest_3527,hotel_392,3
guest_3527,hotel_274,4
guest_3527,hotel_188,5
guest_3527,hotel_312,6
guest_3527,hotel_111,7
guest_3527,hotel_337,8
guest_3527,hotel_344,9
guest_3527,hotel_58,10
guest_3527,hotel_220,11
guest_3527,hotel_204,12
guest_3527,hotel_168,13
guest_3527,hotel_189,14
guest_3527,hotel_192,15
guest_3527,hotel_357,16
guest_3527,hotel_86,17
guest_3527,hotel_12,18
guest_3527,hotel_222,19
guest_3527,hotel_70,20
guest_3527,hotel_8,21
guest_3527,hotel_171,22
guest_3527,hotel_252,23
guest_3527,hotel_81,24
guest_3528,hotel_22,1
guest_3528,hotel_271,2
guest_3528,hotel_24,3
guest_3528,hotel_111,4
guest_3528,hotel_134,5
guest_3529,hotel_111,1
guest_3529,hotel_112,2
guest_3529,hotel_182,3
guest_3529,hotel_351,4
guest_3529,hotel_215,5
guest_3529,hotel_142,6
guest_353,hotel_252,1
guest_353,hotel_308,2
guest_353,hotel_318,3
guest_353,hotel_369,4
guest_353,hotel_245,5
guest_353,hotel_189,6
guest_353,hotel_232,7
guest_353,hotel_79,8
guest_353,hotel_168,9
guest_353,hotel_122,10
guest_353,hotel_254,11
guest_353,hotel_53,12
guest_353,hotel_24,13
guest_353,hotel_338,14
guest_353,hotel_329,15
guest_353,hotel_305,16
guest_353,hotel_253,17
guest_353,hotel_400,18
guest_353,hotel_178,19
guest_353,hotel_201,20
guest_353,hotel_172,21
guest_353,hotel_293,22
guest_353,hotel_350,23
guest_353,hotel_136,24
guest_353,hotel_119,25
guest_353,hotel_12,26
guest_353,hotel_94,27
guest_353,hotel_46,28
guest_353,hotel_149,29
guest_353,hotel_315,30
guest_353,hotel_347,31
guest_353,hotel_135,32
guest_353,hotel_112,33
guest_353,hotel_299,34
guest_353,hotel_40,35
guest_353,hotel_237,36
guest_353,hotel_77,37
guest_353,hotel_160,38
guest_353,hotel_13,39
guest_353,hotel_154,40
guest_353,hotel_3,41
guest_353,hotel_269,42
guest_353,hotel_360,43
guest_3530,hotel_124,1
guest_3530,hotel_39,2
guest_3530,hotel_250,3
guest_3530,hotel_125,4
guest_3530,hotel_213,5
guest_3530,hotel_26,6
guest_3530,hotel_21,7
guest_3530,hotel_226,8
guest_3530,hotel_304,9
guest_3530,hotel_393,10
guest_3530,hotel_283,11
guest_3530,hotel_145,12
guest_3530,hotel_307,13
guest_3530,hotel_122,14
guest_3530,hotel_204,15
guest_3530,hotel_365,16
guest_3530,hotel_3,17
guest_3530,hotel_32,18
guest_3530,hotel_318,19
guest_3530,hotel_174,20
guest_3530,hotel_95,21
guest_3530,hotel_64,22
guest_3530,hotel_263,23
guest_3530,hotel_81,24
guest_3530,hotel_231,25
guest_3530,hotel_295,26
guest_3530,hotel_198,27
guest_3530,hotel_91,28
guest_3530,hotel_261,29
guest_3530,hotel_328,30
guest_3530,hotel_35,31
guest_3530,hotel_390,32
guest_3530,hotel_186,33
guest_3530,hotel_301,34
guest_3531,hotel_248,1
guest_3531,hotel_185,2
guest_3531,hotel_252,3
guest_3531,hotel_231,4
guest_3531,hotel_14,5
guest_3531,hotel_139,6
guest_3531,hotel_59,7
guest_3531,hotel_68,8
guest_3531,hotel_230,9
guest_3531,hotel_309,10
guest_3531,hotel_126,11
guest_3531,hotel_357,12
guest_3531,hotel_54,13
guest_3531,hotel_195,14
guest_3531,hotel_131,15
guest_3531,hotel_120,16
guest_3531,hotel_384,17
guest_3531,hotel_299,18
guest_3531,hotel_170,19
guest_3531,hotel_116,20
guest_3531,hotel_362,21
guest_3531,hotel_98,22
guest_3531,hotel_47,23
guest_3531,hotel_157,24
guest_3531,hotel_379,25
guest_3531,hotel_110,26
guest_3531,hotel_296,27
guest_3531,hotel_86,28
guest_3531,hotel_374,29
guest_3531,hotel_31,30
guest_3531,hotel_217,31
guest_3531,hotel_246,32
guest_3532,hotel_6,1
guest_3532,hotel_176,2
guest_3532,hotel_309,3
guest_3532,hotel_291,4
guest_3532,hotel_90,5
guest_3532,hotel_224,6
guest_3532,hotel_191,7
guest_3532,hotel_86,8
guest_3532,hotel_92,9
guest_3532,hotel_104,10
guest_3532,hotel_234,11
guest_3532,hotel_281,12
guest_3532,hotel_219,13
guest_3532,hotel_269,14
guest_3532,hotel_173,15
guest_3532,hotel_257,16
guest_3532,hotel_95,17
guest_3532,hotel_180,18
guest_3532,hotel_369,19
guest_3532,hotel_179,20
guest_3532,hotel_123,21
guest_3532,hotel_136,22
guest_3532,hotel_190,23
guest_3532,hotel_73,24
guest_3532,hotel_112,25
guest_3532,hotel_130,26
guest_3532,hotel_197,27
guest_3532,hotel_128,28
guest_3532,hotel_28,29
guest_3532,hotel_367,30
guest_3532,hotel_206,31
guest_3532,hotel_152,32
guest_3532,hotel_171,33
guest_3532,hotel_50,34
guest_3532,hotel_94,35
guest_3532,hotel_150,36
guest_3532,hotel_116,37
guest_3532,hotel_398,38
guest_3532,hotel_237,39
guest_3533,hotel_314,1
guest_3533,hotel_88,2
guest_3533,hotel_99,3
guest_3533,hotel_9,4
guest_3533,hotel_233,5
guest_3533,hotel_362,6
guest_3533,hotel_266,7
guest_3533,hotel_142,8
guest_3533,hotel_275,9
guest_3533,hotel_39,10
guest_3533,hotel_69,11
guest_3533,hotel_152,12
guest_3533,hotel_149,13
guest_3533,hotel_60,14
guest_3533,hotel_277,15
guest_3533,hotel_37,16
guest_3533,hotel_261,17
guest_3533,hotel_109,18
guest_3533,hotel_155,19
guest_3533,hotel_54,20
guest_3533,hotel_315,21
guest_3533,hotel_332,22
guest_3534,hotel_280,1
guest_3534,hotel_87,2
guest_3534,hotel_93,3
guest_3534,hotel_264,4
guest_3534,hotel_101,5
guest_3534,hotel_354,6
guest_3534,hotel_83,7
guest_3534,hotel_241,8
guest_3534,hotel_297,9
guest_3535,hotel_184,1
guest_3535,hotel_277,2
guest_3535,hotel_108,3
guest_3535,hotel_182,4
guest_3535,hotel_356,5
guest_3535,hotel_273,6
guest_3535,hotel_86,7
guest_3535,hotel_164,8
guest_3535,hotel_2,9
guest_3535,hotel_238,10
guest_3535,hotel_207,11
guest_3535,hotel_296,12
guest_3535,hotel_298,13
guest_3535,hotel_58,14
guest_3535,hotel_175,15
guest_3535,hotel_92,16
guest_3535,hotel_307,17
guest_3535,hotel_219,18
guest_3535,hotel_205,19
guest_3535,hotel_328,20
guest_3535,hotel_248,21
guest_3535,hotel_127,22
guest_3535,hotel_8,23
guest_3535,hotel_98,24
guest_3535,hotel_177,25
guest_3535,hotel_200,26
guest_3535,hotel_350,27
guest_3535,hotel_213,28
guest_3535,hotel_69,29
guest_3535,hotel_140,30
guest_3535,hotel_216,31
guest_3535,hotel_22,32
guest_3535,hotel_115,33
guest_3535,hotel_332,34
guest_3535,hotel_287,35
guest_3535,hotel_295,36
guest_3536,hotel_151,1
guest_3536,hotel_171,2
guest_3536,hotel_273,3
guest_3536,hotel_346,4
guest_3536,hotel_134,5
guest_3536,hotel_125,6
guest_3536,hotel_310,7
guest_3536,hotel_49,8
guest_3536,hotel_166,9
guest_3536,hotel_148,10
guest_3536,hotel_146,11
guest_3536,hotel_388,12
guest_3536,hotel_122,13
guest_3536,hotel_298,14
guest_3536,hotel_268,15
guest_3536,hotel_364,16
guest_3536,hotel_390,17
guest_3536,hotel_366,18
guest_3536,hotel_329,19
guest_3536,hotel_135,20
guest_3536,hotel_139,21
guest_3536,hotel_39,22
guest_3536,hotel_52,23
guest_3536,hotel_82,24
guest_3537,hotel_82,1
guest_3537,hotel_218,2
guest_3537,hotel_122,3
guest_3537,hotel_379,4
guest_3537,hotel_72,5
guest_3537,hotel_185,6
guest_3537,hotel_94,7
guest_3537,hotel_117,8
guest_3537,hotel_371,9
guest_3537,hotel_126,10
guest_3537,hotel_40,11
guest_3537,hotel_70,12
guest_3537,hotel_337,13
guest_3537,hotel_322,14
guest_3537,hotel_144,15
guest_3537,hotel_252,16
guest_3537,hotel_263,17
guest_3537,hotel_32,18
guest_3537,hotel_161,19
guest_3537,hotel_241,20
guest_3537,hotel_261,21
guest_3537,hotel_270,22
guest_3537,hotel_291,23
guest_3537,hotel_176,24
guest_3537,hotel_262,25
guest_3537,hotel_191,26
guest_3537,hotel_219,27
guest_3537,hotel_193,28
guest_3537,hotel_93,29
guest_3538,hotel_234,1
guest_3538,hotel_9,2
guest_3538,hotel_238,3
guest_3538,hotel_162,4
guest_3538,hotel_370,5
guest_3538,hotel_224,6
guest_3538,hotel_216,7
guest_3538,hotel_225,8
guest_3538,hotel_23,9
guest_3538,hotel_24,10
guest_3538,hotel_47,11
guest_3538,hotel_241,12
guest_3538,hotel_348,13
guest_3538,hotel_235,14
guest_3539,hotel_11,1
guest_3539,hotel_105,2
guest_3539,hotel_120,3
guest_3539,hotel_46,4
guest_3539,hotel_237,5
guest_3539,hotel_340,6
guest_3539,hotel_236,7
guest_3539,hotel_395,8
guest_3539,hotel_333,9
guest_3539,hotel_199,10
guest_3539,hotel_216,11
guest_3539,hotel_382,12
guest_3539,hotel_167,13
guest_3539,hotel_278,14
guest_3539,hotel_361,15
guest_3539,hotel_12,16
guest_3539,hotel_370,17
guest_3539,hotel_71,18
guest_3539,hotel_36,19
guest_3539,hotel_164,20
guest_3539,hotel_102,21
guest_3539,hotel_48,22
guest_3539,hotel_283,23
guest_3539,hotel_118,24
guest_3539,hotel_10,25
